article_factor,article_id,article,authors,published_journal,NOTES__RHS_VARIABLES__ETC_
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"Alternative Control-Midsize S.F. (Inc. Business Closures) (Table 5, FTE Employment)"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"Alternative Control-Midsize East Bay (Inc. Business Closures) (Table 5, FTE Employment)"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"Full Sample (Table 7, Col. 1, Ln(Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"FF Only (Table 7, Col. 2, Ln(Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"Table-Service Only (Table 7, Col. 3, Ln(Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"S.F. Only (Table 7, Col. 4, Ln(Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"Unaffected Midsize Only (Table 7, Col. 5, Ln(Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"S.F. and Midsize Only (Table 7, Col. 6, Ln(Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"Low-Wage Only (Table 7, Col. 7, Ln(Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"Full Sample (Table 7, Col. 1, Ln(FTE Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"FF Only (Table 7, Col. 2, Ln(FTE Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"Table-Service Only (Table 7, Col. 3, Ln(FTE Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"S.F. Only (Table 7, Col. 4, Ln(FTE Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"Unaffected Midsize Only (Table 7, Col. 5, Ln(FTE Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"S.F. and Midsize Only (Table 7, Col. 6, Ln(FTE Emp))"
11,Dube et al. (2007),The economic effects of a citywide MW,"Dube,  Naidu & Reich",Industrial and Labor Relations Review,"Low-Wage Only (Table 7, Col. 7, Ln(FTE Emp))"
12,Singell and Terborg (2007),'Employment effects of two northwest MW initiatives,"Singell,L. D.; Terborg,J. R.",Economic Inquiry,contemporaneous term only
12,Singell and Terborg (2007),'Employment effects of two northwest MW initiatives,"Singell,L. D.; Terborg,J. R.",Economic Inquiry,contemporaneous term only + Lagged Emp
12,Singell and Terborg (2007),'Employment effects of two northwest MW initiatives,"Singell,L. D.; Terborg,J. R.",Economic Inquiry,contemporaneous & lagged terms
12,Singell and Terborg (2007),'Employment effects of two northwest MW initiatives,"Singell,L. D.; Terborg,J. R.",Economic Inquiry,contemporaneous & lagged terms + Lagged Emp
12,Singell and Terborg (2007),'Employment effects of two northwest MW initiatives,"Singell,L. D.; Terborg,J. R.",Economic Inquiry,contemporaneous term only
12,Singell and Terborg (2007),'Employment effects of two northwest MW initiatives,"Singell,L. D.; Terborg,J. R.",Economic Inquiry,contemporaneous term only + Lagged Emp
12,Singell and Terborg (2007),'Employment effects of two northwest MW initiatives,"Singell,L. D.; Terborg,J. R.",Economic Inquiry,contemporaneous & lagged terms
12,Singell and Terborg (2007),'Employment effects of two northwest MW initiatives,"Singell,L. D.; Terborg,J. R.",Economic Inquiry,contemporaneous & lagged terms + Lagged Emp
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Teenage Girls, All Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Teenage Boys, All Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Teenagers, All Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Natives, Women, All Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Natives, Men, All Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Natives, Both sexes, All Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Immigrants, Women, All Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Immigrants, Men, All Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Immigrants, Both sexes, All Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Teenage Girls, Employed Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Teenage Boys, Employed Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Teenagers, Employed Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Natives, Women, Employed Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Natives, Men, Employed Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Natives, Both sexes, Employed Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Immigrants, Women, Employed Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Immigrants, Men, Employed Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Immigrants, Both sexes, Employed Individuals"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Teenage Girls, Relative Minwage"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Teenage Boys, Relative Minwage"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Teenagers, Relative Minwage"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Natives, Women, Relative Minwage"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Natives, Men, Relative Minwage"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Natives, Both sexes, Relative Minwage"
13,Orrenius and Zavodny (2008),The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR),"Orrenius,P.; Zavodny,M.",Industrial and Labor Relations Review,"Less-Educated Immigrants, Women, Relative Minwage"
